dirty_customer,dirty_region,dirty_segment
Prairie Grain Handlers,South West,Chem Proc
Sequoia Wood Products,western,Timber
Midwest Steel Work,Northeastern,Wood
CONTINENTAL PACKAGING GROUP,intl,Chem Proc
Meridian  Engineering  Services,Global,Food/Bev
Heartland Processing Co,Global,Timber
Global Pulp & Paper Inc,Southeastern,Mining & Extraction
Global Pulp & Paper Inc,midwest,chem
Global Pulp & Paper In,Northeast,Paper
Pacific Recycling LLC,south-west,Waste Management
Sequoia Wood Products,Midwest,P&P
Sequoia Wood Products,western,chem
Global Pulp and Paper Inc,Overseas,Pulp and Paper
Sequoia Wood Products,SE,Mining
Global Pulp & Paper In,Northeastern,Minerals
Heartland Processing Company,intl,Food and Beverage
GLOBAL PULP & PAPER INC,West Coast,mining
Global Pulp & Paper Inc,INTL,food & bev
  Global Pulp & Paper Inc  ,S.E.,Recycle
Tidewater Chemical Co,South West,Lumber
Sequoia Wood Products,INTL,pulp/paper
Global Pulp & Paper Inc,Overseas,Chemical Processing
Summit Mining Enterprises,SE,Mining & Extraction
Global Pulp & Paper Inc,North East,Chemicals
Companyntinental Packaging Group,South West,wood prod
GLOBAL PULP & PAPER INC,north-east,wood prod
  BlueRidge Manufacturing  ,intl,Chemical
Lakeside  Pulp  Mills,Southwest,food & bev
BLUERIDGE MANUFACTURING,NE,F&B
Pacific Recycling LL,NE,Recycling
BlueRidge  Manufacturing,Southeastern,Paper Products
Continental Packaging Group,Southwest,Food/Bev
Sequoia Wood Products,Northeastern,Timber
Global Pulp and Paper Inc,Southeast,Recycling
Global Pulp & Paper Inc,Midwest,P&P
Cascade Paper Products,Overseas,Waste Management
Global  Pulp  &  Paper  Inc,Pacific,Chem Proc
Global Pulp & Paper Inc,INTL,wood prod
  Global Pulp & Paper Inc  ,north-east,wood prod
Acme  Industrial  Corp,Intl.,Minerals
Global Pulp & Paper Inc,south-west,Chemicals
Global Pulp & Paper In,western,mining
GLOBAL PULP & PAPER INC,North East,Wood
  Pacific Recycling LLC  ,NE,Timber
  Pacific Recycling LLC  ,SE,Recyc.
global pulp & paper inc,INTL,Chemical
MIDWEST STEEL WORKS,NE,mining
Tidewater Chemical Co,Southwest,Chemicals
Prairie Grain Handlers,south east,Wood Products
global pulp & paper inc,Southwest,F&B
Global Pulp & Paper Inc,Midwest,recycling
  Global Pulp & Paper Inc  ,Mid West,P&P
Redwood Fiber Solutions,Overseas,food & bev
Sequoia Wood Products,INTL,MINING
Pacific  Recycling  LLC,Intl.,Food/Bev
global pulp & paper inc,West Coast,Wood
BlueRidge  Manufacturing,S.W.,Chem Proc
Atlantic  Chemical  Partners,Mid-West,mining
Global Pulp & Paper Incorporated,South East,Paper Products
global pulp & paper inc,S.W.,recycling
Tidewater Chemical Company,Intl.,wood prod
Continental Packaging Group,intl,Chemical
Global Pulp & Paper Inc,MW,MINING
Midwest  Steel  Works,Southeastern,pulp/paper
Global Pulp and Paper Inc,Northeast,pulp/paper
sequoia wood products,Southeast,Food/Bev
Global Pulp & Paper Incorporated,Midwest,Food/Bev
global pulp & paper inc,intl,Waste Management
lakeside pulp mills,INTL,Recycle
Northern Timber Co,SE,Chemical
Global  Pulp  &  Paper  Inc,S.W.,Food and Beverage
Northern Timber Co,Midwest,Mining
global pulp & paper inc,western,Mining & Extraction
BlueRidge Manufacturin,West,chem
acme industrial corp,SW,wood prod
Global  Pulp  &  Paper  Inc,Southeast,Chem Proc
Oakwood Materials In,Global,Chemicals
global pulp & paper inc,West,Pulp and Paper
Continental Packaging Group,West,Food and Beverage
Evergreen Forest Industries,Intl.,Mining
Atlantic Chemical Partners,MW,MINING
Tidewater Chemical Co,SW,recycling
  Tidewater Chemical Co  ,Northeast,mining
GLOBAL PULP & PAPER INC,Southeastern,Chemical
Midwest Steel Works,INTL,Chemical
Oakwood Materials Inc,south-west,wood prod
Global Pulp and Paper Inc,SW,Lumber
Companyntinental Packaging Group,North East,Chem Proc
CONTINENTAL PACKAGING GROUP,Middle West,Chem Proc
Sequoia Wood Products,south-west,chem
Pacific Recycling LLC,South East,Timber
Ironworks Heavy Equipment,SW,Lumber
Heartland Processing Co,Overseas,Paper
Continental  Packaging  Group,S.W.,Recycling
Pacific Recycling LLC,Intl.,wood prod
GLOBAL PULP & PAPER INC,Global,food & bev
  Global Pulp & Paper Inc  ,south-west,Paper
redwood fiber solutions,Mid West,wood prod
Tidewater Chemical Co,western,MINING
Global Pulp & Paper In,western,Timber
ACME INDUSTRIAL CORP,western,Paper Products
Summit Mining Enterprises,Global,Recycling
Midwest Steel Works,Southeast,P&P
Midwest Steel Works,Middle West,Chemicals
Global Pulp and Paper Inc,Pacific,Pulp and Paper
PACIFIC RECYCLING LLC,Southeast,Recycle
Midwest Steel Work,midwest,Lumber
BLUERIDGE MANUFACTURING,Pacific,Recycle
Lakeside Pulp Mills,West Coast,Recycling
Global  Pulp  &  Paper  Inc,midwest,Pulp & Paper
GLOBAL PULP & PAPER INC,North East,Wood Products
GLOBAL PULP & PAPER INC,West Coast,wood prod
  Lakeside Pulp Mills  ,North East,Chemical Processing
Northern Timber Co,north-east,Recycle
Global Pulp & Paper Incorporated,Mid-West,Chemical Processing
Midwest Steel Works,Northeast,Mining
Global  Pulp  &  Paper  Inc,Northeastern,Paper
blueridge manufacturing,S.E.,Chemical Processing
Pacific Recycling LLC,Middle West,Chemicals
Meridian Engineering Services,International,P&P
Midwest  Steel  Works,Mid-West,Lumber
Global Pulp & Paper Inc,Southeast,Recyc.
Evergreen Forest Industries,S.W.,Chemical
Global Pulp & Paper Inc,Northeast,Lumber
Global Pulp & Paper In,Northeastern,Mining
Global Pulp & Paper Inc,south-west,Pulp and Paper
Cascade  Paper  Products,Overseas,Chemical
Global Pulp & Paper Inc,Midwest,mining
  Sequoia Wood Products  ,Northeast,pulp/paper
Global Pulp & Paper Inc,West Coast,Lumber
Sequoia Wood Products,Overseas,Wood Products
Acme Industrial Corp,Southeastern,Pulp and Paper
Global Pulp & Paper Inc,western,recycling
Global Pulp & Paper Inc,SW,Chemicals
Global Pulp & Paper Inc,Mid West,Pulp & Paper
Global  Pulp  &  Paper  Inc,Southeast,Timber
Acme Industrial Cor,south-west,Chemical Processing
Lakeside Pulp Mills,W,recycling
Global  Pulp  &  Paper  Inc,South West,Food/Bev
sequoia wood products,West Coast,Minerals
  Evergreen Forest Industries  ,western,Pulp & Paper
Northern Timber Co,Overseas,Wood Products
Sequoia Wood Products,International,chem
Pacific  Recycling  LLC,south-west,Pulp & Paper
Lakeside Pulp Mills,Southeastern,Pulp and Paper
  Midwest Steel Works  ,Middle West,Recyc.
Global Pulp & Paper Inc,intl,wood prod
Acme  Industrial  Corp,South East,wood prod
Global Pulp & Paper In,midwest,Paper Products
Heartland Processing Co,West Coast,food & bev
Redwood Fiber Solutions,INTL,Pulp and Paper
Global Pulp & Paper Inc,West,mining
Global Pulp & Paper Inc,INTL,chem
Lakeside Pulp Mills,West,Recycle
MIDWEST STEEL WORKS,south-west,Lumber
Pacific  Recycling  LLC,midwest,Food & Beverage
Global Pulp & Paper Inc,SE,Food/Bev
Global Pulp and Paper Inc,N.E.,Chemicals
Global Pulp & Paper Inc,S.E.,Food and Beverage
GLOBAL PULP & PAPER INC,West Coast,Recycle
Global Pulp & Paper Inc,INTL,Pulp & Paper
Companyntinental Packaging Group,Southwest,Wood Products
Cascade Paper Product,S.E.,recycling
Midwest  Steel  Works,South East,wood prod
BlueRidge Manufacturing,Southwest,recycling
Oakwood Materials Inc,Southwest,Mining & Extraction
Pacific Recycling L.L.C.,Mid West,Mining
Global  Pulp  &  Paper  Inc,south-west,food & bev
GLOBAL PULP & PAPER INC,S.E.,recycling
Ironworks Heavy Equipment,Intl.,Recycle
Midwest Steel Works,North East,food & bev
Global Pulp & Paper In,NE,Paper Products
Global Pulp & Paper Incorporated,Midwest,Timber
Global Pulp and Paper Inc,Middle West,Chemical Processing
Global Pulp & Paper Incorporated,West,mining
Global Pulp & Paper Inc,south east,Food & Beverage
Northern Timber Company,West,Food & Beverage
Global Pulp & Paper Inc,south east,Recycling
Global Pulp and Paper Inc,south east,Chemicals
CONTINENTAL PACKAGING GROUP,south-west,F&B
  Acme Industrial Corp  ,International,Mining
Prairie Grain Handlers,Overseas,mining
Global Pulp & Paper In,south-west,Recyc.
Midwest Steel Works,western,recycling
Global Pulp & Paper Inc,MW,Paper
tidewater chemical co,NE,food & bev
Ironworks Heavy Equipment,western,Lumber
Sequoia Wood Products,intl,Paper
GLOBAL PULP & PAPER INC,intl,Recycling
Summit Mining Enterprise,NE,Minerals
Lakeside Pulp Mill,N.E.,Wood
Global Pulp and Paper Inc,Southeastern,Recyc.
Ironworks Heavy Equipment,NE,Paper
Midwest Steel Works,INTL,Chem Proc
Cascade Paper Products,S.E.,Minerals
Acme Industrial Corp,Mid West,Paper Products
Global Pulp & Paper Inc,midwest,Minerals
Midwest Steel Works,NE,Wood
Lakeside Pulp Mils,intl,Chemical Processing
Global Pulp & Paper Inc,West,recycling
  Global Pulp & Paper Inc  ,Middle West,food & bev
Cascade Paper Products,south east,Recyc.
PACIFIC RECYCLING LLC,south east,Food and Beverage
MIDWEST STEEL WORKS,north-east,Wood Products
  Global Pulp & Paper Inc  ,Southeastern,Food and Beverage
Tidewater Chemical Co,West Coast,F&B
continental packaging group,S.E.,Lumber
  Global Pulp & Paper Inc  ,Midwest,pulp/paper
Companyntinental Packaging Group,West Coast,Waste Management
Global Pulp and Paper Inc,NE,food & bev
  Sequoia Wood Products  ,SE,Pulp and Paper
  Global Pulp & Paper Inc  ,south-west,recycling
Global Pulp and Paper Inc,SE,Timber
Pacific Recycling L.L.C.,South West,Lumber
Global Pulp & Paper Inc,W,pulp/paper
Companyntinental Packaging Group,Northeastern,Timber
MIDWEST STEEL WORKS,North East,pulp/paper
Meridian Engineering Services,Midwest,Food/Bev
Cascade Paper Products,Southwest,Pulp and Paper
global pulp & paper inc,intl,Paper
northern timber co,International,mining
Midwest Steel Work,INTL,Wood
Northern Timber Co,South East,Recyc.
midwest steel works,Pacific,MINING
Global Pulp & Paper Incorporated,Northeast,F&B
Summit Mining Enterprise,Midwest,MINING
Continental Packaging Group,West,Chem Proc
Global  Pulp  &  Paper  Inc,S.E.,Mining & Extraction
Midwest Steel Works,South East,Recycling
OAKWOOD MATERIALS INC,S.W.,Lumber
Global Pulp & Paper Inc,Middle West,Lumber
Global Pulp & Paper Inc,West,food & bev
Global Pulp & Paper In,south east,mining
  Global Pulp & Paper Inc  ,North East,Wood Products
Global Pulp & Paper In,south-west,Paper
Global Pulp & Paper Inc,NE,chem
  Global Pulp & Paper Inc  ,Southwest,Chemical
Global Pulp & Paper Inc,West Coast,mining
Global Pulp & Paper Inc,Southeast,Food & Beverage
BlueRidge Manufacturing,North East,Recycling
Tidewater Chemical Company,Southwest,mining
Tidewater Chemical Co,International,Waste Management
Midwest Steel Work,Mid-West,P&P
Continental Packaging Group,Northeastern,Recycle
Global  Pulp  &  Paper  Inc,North East,recycling
BlueRidge Manufacturin,West,Lumber
global pulp & paper inc,Pacific,Minerals
evergreen forest industries,S.W.,Pulp & Paper
Prairie Grain Handlers,south east,Food/Bev
  Pacific Recycling LLC  ,midwest,Mining & Extraction
BlueRidge Manufacturing,SW,Wood Products
Northern Timber Co,S.E.,Lumber
Pacific Recycling LLC,south east,Wood
Midwest Steel Works,south east,Food & Beverage
BlueRidge Manufacturing,north-east,Waste Management
Meridian Engineering Services,midwest,wood prod
  Evergreen Forest Industries  ,midwest,Timber
Global Pulp & Paper Incorporated,Middle West,Minerals
Global Pulp & Paper Inc,NE,Food/Bev
Midwest Steel Works,West Coast,Food/Bev
Midwest Steel Works,South East,Mining & Extraction
Midwest  Steel  Works,Southeastern,mining
Global Pulp & Paper Inc,S.W.,F&B
GLOBAL PULP & PAPER INC,INTL,Wood Products
Evergreen Forest Industries,Middle West,Pulp and Paper
Atlantic Chemical Partners,Southwest,Lumber
global pulp & paper inc,Mid West,chem
blueridge manufacturing,Southwest,Waste Management
sequoia wood products,Southeast,Mining & Extraction
blueridge manufacturing,MW,MINING
Summit Mining Enterprises,South West,Recycle
Global Pulp & Paper Inc,South West,Wood
Global Pulp & Paper Inc,Mid West,F&B
Global Pulp and Paper Inc,Southwest,Lumber
Global Pulp & Paper Inc,South West,P&P
Atlantic Chemical Partners,Mid West,Food/Bev
Sequoia Wood Products,South East,Chemicals
Evergreen Forest Industries,south-west,pulp/paper
Sequoia Wood Products,Middle West,Paper Products
  Ironworks Heavy Equipment  ,W,Paper Products
Global Pulp & Paper Inc,north-east,Food/Bev
Global Pulp & Paper Inc,western,Wood
Heartland  Processing  Co,West,Minerals
Global Pulp & Paper Inc,Midwest,MINING
Midwest Steel Works,Northeast,Minerals
Evergreen Forest Industries,N.E.,Recyc.
Lakeside Pulp Mills,north-east,Timber
Sequoia Wood Products,SE,Minerals
Atlantic Chemical Partners,SW,Chemicals
Ironworks Heavy Equipmen,Mid-West,Food/Bev
Sequoia  Wood  Products,SE,Pulp & Paper
Midwest Steel Works,International,Recyc.
Redwood Fiber Solutions,SE,Minerals
Sequoia Wood Product,Mid-West,Lumber
Global Pulp & Paper Inc,Global,Wood Products
Evergreen Forest Industries,South East,Recyc.
global pulp & paper inc,NE,Chemical Processing
Global  Pulp  &  Paper  Inc,south east,F&B
Ironworks  Heavy  Equipment,Mid West,Minerals
Oakwood Materials Inc,SW,Recycling
Global Pup & Paper Inc,West Coast,Minerals
lakeside pulp mills,Global,chem
  Global Pulp & Paper Inc  ,Southeastern,recycling
Global Pulp and Paper Inc,SW,Paper Products
  Global Pulp & Paper Inc  ,MW,Food & Beverage
Global Pulp & Paper Incorporated,Middle West,Food/Bev
ATLANTIC CHEMICAL PARTNERS,Global,food & bev
Global Pulp and Paper Inc,Northeast,mining
Oakwood Materials In,Global,Wood Products
Sequoia Wood Products,Middle West,recycling
Heartland  Processing  Co,Intl.,Lumber
Global Pulp & Paper Incorporated,Northeastern,Paper Products
  Global Pulp & Paper Inc  ,MW,mining
EVERGREEN FOREST INDUSTRIES,Southeast,Paper Products
Global Pulp & Paper Incorporated,Pacific,Paper
Midwest Steel Works,SW,Mining
Pacific  Recycling  LLC,western,wood prod
Global Pulp & Paper Inc,Northeastern,mining
Pacific Recycling L.L.C.,intl,wood prod
global pulp & paper inc,N.E.,chem
Global Pulp & Paper Inc,Overseas,Chem Proc
BlueRidge  Manufacturing,SW,food & bev
heartland processing co,INTL,Minerals
Global Pulp & Paper In,south-west,Chem Proc
Sequoia Wood Products,South East,Wood Products
global pulp & paper inc,N.E.,Pulp & Paper
  Prairie Grain Handlers  ,S.E.,mining
Pacific  Recycling  LLC,North East,Recycling
Continental Packaging Grou,western,Chemical Processing
  Sequoia Wood Products  ,intl,Food & Beverage
BlueRidge Manufacturing,MW,Chemicals
Midwest Steel Works,South West,Wood Products
Pacific Recycling LLC,midwest,mining
PACIFIC RECYCLING LLC,SW,mining
Sequoia Wood Products,NE,Timber
Global Pulp & Paper Inc,Overseas,Timber
Global Pulp & Paper Inc,intl,Chemical Processing
Global Pulp & Paper Inc,Southeastern,Recyc.
Evergreen  Forest  Industries,SW,Minerals
Global Pulp and Paper Inc,midwest,Wood
Cascade Paper Products,MW,Recyc.
  Global Pulp & Paper Inc  ,north-east,Pulp and Paper
Global Pulp & Paper Inc,W,Timber
ACME INDUSTRIAL CORP,Southeastern,pulp/paper
Global Pulp & Paper Inc,Global,Food/Bev
sequoia wood products,South West,mining
global pulp & paper inc,Intl.,MINING
Global  Pulp  &  Paper  Inc,SE,Mining & Extraction
Pacific Recycling LLC,south east,MINING
Global  Pulp  &  Paper  Inc,SW,Chemical Processing
Heartland Processing Co,south east,Recyc.
PACIFIC RECYCLING LLC,Northeast,Pulp & Paper
Sequoia Wood Products,western,Chemical
Global  Pulp  &  Paper  Inc,western,Timber
  Evergreen Forest Industries  ,Southeast,Food/Bev
GLOBAL PULP & PAPER INC,SE,Food/Bev
  Cascade Paper Products  ,N.E.,Food and Beverage
Midwest Steel Works,midwest,Chemical
Pacific Recycling LLC,midwest,MINING
Global Pulp & Paper Inc,South East,Timber
Lakeside Pulp Mills,Southeast,Mining
Acme Industrial Corp,NE,Food and Beverage
GLOBAL PULP & PAPER INC,north-east,Wood
midwest steel works,South West,wood prod
GLOBAL PULP & PAPER INC,International,Mining & Extraction
Global Pulp & Paper Inc,INTL,Food & Beverage
Midwest Steel Works,Northeastern,Lumber
  Northern Timber Co  ,midwest,Recyc.
BlueRidge Manufacturing,south-west,Chemicals
Tidewater Chemical Company,INTL,Minerals
Global  Pulp  &  Paper  Inc,MW,MINING
Global Pulp and Paper Inc,MW,Minerals
Continental Packaging Group,S.E.,recycling
Global Pulp & Paper Inc,INTL,Recyc.
Sequoia Wood Products,Overseas,F&B
SEQUOIA WOOD PRODUCTS,western,chem
Global Pulp & Paper In,North East,Waste Management
Continental Packaging Group,West,Recycling
Global Pulp & Paper Inc,South East,Pulp & Paper
Pacific Recycling LLC,South West,Minerals
Global Pulp & Paper Inc,Global,Food & Beverage
Meridian Engineering Services,N.E.,Paper Products
Global Pulp & Paper Inc,Mid-West,P&P
CONTINENTAL PACKAGING GROUP,south east,Mining
Continental Packaging Group,SE,Food/Bev
Heartland Processing Company,West,Pulp and Paper
blueridge manufacturing,SW,Minerals
Global Pulp & Paper Inc,Mid-West,Chemical Processing
Global Pulp & Paper Inc,S.E.,Timber
Continental Packaging Group,Midwest,Mining & Extraction
  Tidewater Chemical Co  ,Pacific,Recycle
Prairie Grain Handlers,Overseas,Mining
GLOBAL PULP & PAPER INC,MW,Recyc.
Acme Industrial Corp,Overseas,recycling
  Global Pulp & Paper Inc  ,SW,pulp/paper
Ironworks Heavy Equipment,Southeastern,Chemical Processing
IRONWORKS HEAVY EQUIPMENT,West Coast,Chem Proc
Global Pulp and Paper Inc,South West,Chemical
global pulp & paper inc,Mid-West,Lumber
Sequoia  Wood  Products,intl,Minerals
Pacific Recycling LL,Southeastern,mining
Pacific Recycling LLC,International,MINING
Global Pulp & Paper Inc,MW,Food & Beverage
MERIDIAN ENGINEERING SERVICES,South West,Lumber
Global Pulp and Paper Inc,Northeastern,Chemical Processing
Heartland Processing Co,Global,P&P
  Global Pulp & Paper Inc  ,South West,Minerals
Global Pulp & Paper In,N.E.,Chemical Processing
Summit  Mining  Enterprises,SW,Chemical
Sequoia Wood Products,SW,Chemical Processing
cascade paper products,Southeastern,food & bev
  Sequoia Wood Products  ,North East,chem
global pulp & paper inc,N.E.,Mining & Extraction
atlantic chemical partners,MW,Lumber
redwood fiber solutions,MW,Chemicals
pacific recycling llc,W,P&P
Meridian Engineering Services,NE,Timber
Continental Packaging Grou,SE,food & bev
Global Pulp & Paper Inc,Mid-West,Chemical
Oakwood Materials Inc,Overseas,wood prod
Pacific Recycling LLC,Mid-West,food & bev
Tidewater Chemical Company,Mid-West,Food and Beverage
BlueRidge Manufacturing,S.W.,F&B
  Sequoia Wood Products  ,Intl.,Food and Beverage
Sequoia Wood Products,south-west,food & bev
Companyntinental Packaging Group,Midwest,Mining & Extraction
GLOBAL PULP & PAPER INC,intl,Chemicals
Global Pulp and Paper Inc,Mid West,Recycle
Global Pulp and Paper Inc,midwest,Pulp & Paper
Sequoia Wood Products,S.W.,Food and Beverage
Global Pulp & Paper Inc,N.E.,Recycle
Acme Industrial Corp,South East,Mining
Global Pulp & Paper Inc,western,Paper Products
  Northern Timber Co  ,Southwest,Chemical
Global  Pulp  &  Paper  Inc,Southeast,Chemical
BlueRidge Manufacturing,SW,Recycle
Global Pulp & Paper Ic,South East,Food and Beverage
